Title,URL,Upload Date,Views
"Tryhackme - Web Application Basics - بالعربي","https://www.youtube.com/watch?v=cTwvD-XHmgo&list=PLe4OB7kyojivxTa41cZ-06mQfQe6Fntqr&index=1&pp=iAQB","N/A","N/A"
"Tryhackme - JavaScript Essentials - بالعربي","https://www.youtube.com/watch?v=vTKvpPVY4a8&list=PLe4OB7kyojivxTa41cZ-06mQfQe6Fntqr&index=2&pp=iAQB","N/A","N/A"
"Tryhackme - SQL Fundamentals - بالعربي","https://www.youtube.com/watch?v=iDJm1wvMGxI&list=PLe4OB7kyojivxTa41cZ-06mQfQe6Fntqr&index=3&pp=iAQB","N/A","N/A"
"Tryhackme - OWASP Top 10 - 2021 Part 1 - بالعربي","https://www.youtube.com/watch?v=VtYDnyqeC8Y&list=PLe4OB7kyojivxTa41cZ-06mQfQe6Fntqr&index=4&pp=iAQB","N/A","N/A"
"Tryhackme - OWASP Top 10 - 2021 Part 2 - بالعربي","https://www.youtube.com/watch?v=3tfx0VFr57M&list=PLe4OB7kyojivxTa41cZ-06mQfQe6Fntqr&index=5&pp=iAQB","N/A","N/A"
