#,title,videoUrl,videoId,publishedAt,position
1,Getting Started With Burp,https://www.youtube.com/watch?v=LSqC9qgEMi0&list=PLxhvVyxYRviajtnHaICLg_ZcY47TpgGjR&index=1,LSqC9qgEMi0,2018-07-30T16:17:05Z,0
2,Maximizing Burp,https://www.youtube.com/watch?v=bHTxJIC_jGI&list=PLxhvVyxYRviajtnHaICLg_ZcY47TpgGjR&index=2,bHTxJIC_jGI,2018-08-06T15:57:43Z,1
3,Burp Hacks for Bounty Hunters,https://www.youtube.com/watch?v=boHIjDHGmIo&list=PLxhvVyxYRviajtnHaICLg_ZcY47TpgGjR&index=3,boHIjDHGmIo,2018-08-13T15:51:24Z,2
