Title,URL,Upload Date,Views
"BUG BOUNTY: UNDERSTANDING LOCAL FILE INCLUSION(LFI) #1 | DEMONSTRATION | 2023","https://www.youtube.com/watch?v=pTHc2kMvNzU&list=PLrQwMS8b1fmQ6x5o4F5pZ2oHa6eEZ22Aq&index=1&pp=iAQB","N/A","N/A"
"BUG BOUNTY: FINDING LFI ON LIVE APPLICATIONS | DEMONSTRATION | 2023","https://www.youtube.com/watch?v=aCqJD5gzHPo&list=PLrQwMS8b1fmQ6x5o4F5pZ2oHa6eEZ22Aq&index=2&pp=iAQB","N/A","N/A"
"BUG BOUNTY: BYPASSING WAF TO GET LFI (REAL TARGET) | 10K SPECIAL | 2023","https://www.youtube.com/watch?v=Gv2vYF3JlXg&list=PLrQwMS8b1fmQ6x5o4F5pZ2oHa6eEZ22Aq&index=3&pp=iAQB","N/A","N/A"
