Title,URL,Upload Date,Views
"Web App Testing: Episode 1 - Enumeration","https://www.youtube.com/watch?v=ZBi8Qa9m5c0&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=1&pp=iAQB","N/A","N/A"
"Web App Testing: Episode 2 - Enumeration, XSS, and UI Bypassing","https://www.youtube.com/watch?v=zu_aNhbMhnQ&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=2&pp=iAQB","N/A","N/A"
"Web App Testing: Episode 3 - XSS, SQL Injection, and Broken Access Control","https://www.youtube.com/watch?v=azYwfI26oXo&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=3&pp=iAQB","N/A","N/A"
"Web App Testing: Episode 4 - XXE, Input Validation, Broken Access Control, and More XSS","https://www.youtube.com/watch?v=xH8WbuApFXw&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=4&pp=iAQB","N/A","N/A"
"Web App Testing: Ep 5: SQL Injections and Live Bug Bounty Hunting","https://www.youtube.com/watch?v=U3Qzc2YUNIU&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=5&pp=iAQB","N/A","N/A"
"Bug Bounty - Hunting Third Level Domains","https://www.youtube.com/watch?v=AMmGtFsZutk&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=6&pp=iAQB","N/A","N/A"
"Burp Suite Pro Walkthrough","https://www.youtube.com/watch?v=ePiAM4Vd3fg&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=7&pp=iAQB","N/A","N/A"
"Broken Object Level Authorization (BOLA) Explained","https://www.youtube.com/watch?v=YciLnEY1AN0&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=8&pp=iAQB","N/A","N/A"
"HTTP Fundamentals in 10 Minutes","https://www.youtube.com/watch?v=qv5-5hhsKpE&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=9&pp=iAQB","N/A","N/A"
"Learn WebApp Pentesting: 2023 edition","https://www.youtube.com/watch?v=wiK1o3b783U&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=10&pp=iAQB","N/A","N/A"
"Top 3 Programming Languages for Cybersecurity in 2023","https://www.youtube.com/watch?v=xLjmM2DZp8s&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=11&pp=iAQB0gcJCU0KAYcqIYzv","N/A","N/A"
"Learn Offensive JavaScript TODAY","https://www.youtube.com/watch?v=tmi_RgAiq38&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=12&pp=iAQB","N/A","N/A"
"Clickjacking - Hacking Web Application UIs","https://www.youtube.com/watch?v=MYSiVEa29m0&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=13&pp=iAQB","N/A","N/A"
"This New Web Hacking Tool May Replace Burp Suite","https://www.youtube.com/watch?v=qLVu7rg9btk&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=14&pp=iAQB","N/A","N/A"
"Blind SQL Injection Made Easy","https://www.youtube.com/watch?v=j-fLh_WNg7k&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=15&pp=iAQB","N/A","N/A"
"WordPress Vulnerabilities","https://www.youtube.com/watch?v=-evas4VOLH8&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=16&pp=iAQB","N/A","N/A"
"Directory Traversal Attacks Made Easy","https://www.youtube.com/watch?v=99yJtmmtrJU&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=17&pp=iAQB","N/A","N/A"
"Web App Hacking with Caido.io","https://www.youtube.com/watch?v=lW-u_2EByT4&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=18&pp=iAQB","N/A","N/A"
"Hacking Web Applications (2+ hours of content)","https://www.youtube.com/watch?v=1GJ_LwNw6sc&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=19&pp=iAQB0gcJCU0KAYcqIYzv","N/A","N/A"
"Getting Started with Command Injection","https://www.youtube.com/watch?v=N_7-lA6UWHM&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=20&pp=iAQB","N/A","N/A"
"Find and Exploit Server-Side Template Injection (SSTI)","https://www.youtube.com/watch?v=x_1A9rCxREs&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=21&pp=iAQB0gcJCU0KAYcqIYzv","N/A","N/A"
"Master JSON in 8 Minutes","https://www.youtube.com/watch?v=glsSzNw4qts&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=22&pp=iAQB","N/A","N/A"
"NoSQLi Tutorial Using PortSwigger (with labs)","https://www.youtube.com/watch?v=5SmDLBQxmXw&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=23&pp=iAQB","N/A","N/A"
"How to Use DOM Invader in 2023","https://www.youtube.com/watch?v=f2bGly8Di6g&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=24&pp=iAQB","N/A","N/A"
"New Web Application Penetration Testing Certification","https://www.youtube.com/watch?v=t2K5mw227so&list=PLLKT__MCUeixCoi2jtP2Jj8nZzM4MOzBL&index=25&pp=iAQB","N/A","N/A"
