#,title,videoUrl,videoId,publishedAt,position
1,Basic Cryptography | Hashing (Arabic),https://www.youtube.com/watch?v=9wgEO3_GxcQ&list=PLDRMxi70CdSCjBdDL3LcTJD1F46Sjy_zy&index=1,9wgEO3_GxcQ,2020-05-20T04:33:24Z,0
2,Basic Cryptography | Symmetric Encryption (Arabic),https://www.youtube.com/watch?v=7a8AxImXGXQ&list=PLDRMxi70CdSCjBdDL3LcTJD1F46Sjy_zy&index=2,7a8AxImXGXQ,2020-05-20T05:21:09Z,1
3,Basic Cryptography | Asymmetric Encryption (Arabic),https://www.youtube.com/watch?v=pvN_sUviFwU&list=PLDRMxi70CdSCjBdDL3LcTJD1F46Sjy_zy&index=3,pvN_sUviFwU,2020-05-21T07:41:59Z,2
4,Basic Cryptography | Encoding (Arabic),https://www.youtube.com/watch?v=R28nvK8kjOA&list=PLDRMxi70CdSCjBdDL3LcTJD1F46Sjy_zy&index=4,R28nvK8kjOA,2020-05-21T07:59:54Z,3
